sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
F,False,True,0,Empresário,Secundário,Solteiro,Casa,37,6.323287671232878,1.0,5999.91
F,False,False,0,Assalariado,Secundário,Casado,Governamental,49,31.372602739726037,2.0,11187.31
M,False,True,0,Servidor público,Secundário,Casado,Aluguel,28,6.3643835616438365,2.0,5952.23
M,False,True,0,Assalariado,Secundário,Casado,Casa,43,2.4356164383561643,2.0,6271.46
M,True,True,0,Servidor público,Superior completo,Casado,Casa,32,6.701369863013697,2.0,3181.43
F,False,False,0,Pensionista,Secundário,Casado,Casa,58,,2.0,5700.29
F,False,True,0,Pensionista,Secundário,Separado,Casa,61,,1.0,864.77
M,True,True,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315068,3.0,4346.54
F,False,True,0,Empresário,Secundário,Casado,Casa,62,42.90684931506849,2.0,80008.47
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,50,5.679452054794519,1.0,3157.1
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,47,3.8904109589041096,1.0,4952.25
F,True,False,2,Assalariado,Superior completo,Casado,Casa,37,7.2684931506849315,4.0,905.79
F,False,True,1,Empresário,Superior completo,Casado,Casa,32,11.18082191780822,3.0,17665.56
F,False,True,0,Assalariado,Secundário,Casado,Casa,53,8.345205479452055,2.0,3831.24
F,False,True,0,Assalariado,Secundário,Casado,Casa,56,1.1150684931506851,2.0,2362.17
F,False,False,0,Assalariado,Superior completo,Casado,Casa,43,5.6219178082191785,2.0,2604.11
F,True,True,0,Pensionista,Superior completo,Casado,Casa,54,,2.0,4177.04
F,True,False,0,Assalariado,Secundário,Casado,Casa,47,23.13150684931507,2.0,7291.57
F,False,True,1,Assalariado,Superior completo,Casado,Casa,34,6.383561643835616,3.0,4217.97
F,False,False,0,Servidor público,Secundário,Casado,Aluguel,47,3.1315068493150684,2.0,1857.38
F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,2948.29
F,False,False,1,Empresário,Superior completo,Solteiro,Casa,38,2.698630136986301,2.0,1381.42
M,True,True,0,Assalariado,Secundário,Casado,Casa,30,9.8,2.0,9068.91
F,False,True,0,Assalariado,Superior incompleto,Solteiro,Casa,43,16.27123287671233,1.0,2256.6
F,True,True,0,Assalariado,Superior completo,Casado,Casa,50,26.641095890410963,2.0,9506.11
M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.5945205479452054,2.0,6181.37
M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.5945205479452054,2.0,6181.37
F,False,False,0,Empresário,Superior completo,Casado,Casa,46,3.4575342465753423,2.0,468.81
F,False,True,0,Assalariado,Superior incompleto,União,Casa,25,4.7972602739726025,2.0,1530.09
M,True,False,0,Assalariado,Secundário,Casado,Casa,28,3.791780821917808,2.0,6023.38
F,False,False,0,Empresário,Superior completo,Casado,Casa,48,2.410958904109589,2.0,7378.55
F,True,True,1,Assalariado,Superior completo,Casado,Casa,46,3.468493150684932,3.0,1684.44
M,False,True,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,10540.68
F,False,True,0,Empresário,Secundário,Viúvo,Casa,57,2.8767123287671232,1.0,4876.41
F,True,True,2,Empresário,Secundário,Casado,Casa,43,6.18082191780822,4.0,859.51
F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,4607.53
M,True,True,2,Servidor público,Superior completo,Casado,Casa,30,7.027397260273973,4.0,15047.93
F,True,True,1,Empresário,Secundário,Casado,Casa,32,9.734246575342468,3.0,5022.58
M,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,2697.52
M,False,True,1,Assalariado,Secundário,União,Casa,36,7.473972602739726,3.0,13790.23
M,True,True,0,Servidor público,Superior completo,Casado,Casa,32,6.701369863013697,2.0,1970.69
F,True,True,0,Pensionista,Secundário,Viúvo,Casa,61,,1.0,5184.67
F,False,True,2,Assalariado,Secundário,Casado,Casa,27,2.1780821917808217,4.0,1346.81
M,False,False,1,Empresário,Superior completo,Casado,Com os pais,48,5.238356164383561,3.0,13155.33
F,True,True,2,Assalariado,Secundário,Casado,Casa,34,7.526027397260274,4.0,3030.17
F,False,False,0,Empresário,Superior completo,Solteiro,Casa,67,21.194520547945206,1.0,15707.93
F,False,True,0,Assalariado,Secundário,Casado,Casa,64,1.2849315068493148,2.0,1129.29
F,False,True,0,Empresário,Superior completo,Casado,Casa,28,6.2027397260273975,2.0,2115.49
M,False,False,1,Assalariado,Superior incompleto,Casado,Casa,30,4.597260273972604,3.0,7483.86
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,1452.1
F,False,True,0,Servidor público,Secundário,Casado,Casa,48,29.16986301369863,2.0,2829.75
F,False,True,1,Assalariado,Superior completo,União,Casa,37,5.156164383561643,3.0,8531.15
M,True,True,1,Empresário,Superior completo,Casado,Casa,41,4.016438356164383,3.0,18771.6
F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,7.769863013698631,2.0,1492.69
M,True,True,0,Assalariado,Secundário,Viúvo,Casa,50,4.931506849315068,1.0,3066.31
F,False,False,1,Assalariado,Superior completo,Solteiro,Governamental,30,3.1780821917808217,2.0,3356.47
F,True,True,0,Assalariado,Superior completo,Casado,Comunitário,60,0.9506849315068492,2.0,4156.66
M,True,True,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,7026.43
M,True,False,2,Servidor público,Superior completo,Casado,Com os pais,29,4.216438356164384,4.0,7563.98
F,True,True,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,6540.02
F,False,False,0,Assalariado,Superior completo,Casado,Casa,52,13.257534246575348,2.0,5007.19
F,False,True,1,Empresário,Secundário,Casado,Casa,38,10.12054794520548,3.0,4232.12
M,True,True,0,Assalariado,Superior completo,Casado,Casa,44,13.082191780821915,2.0,8202.51
F,False,True,0,Assalariado,Secundário,Casado,Casa,49,17.854794520547944,2.0,4475.33
M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,2720.79
M,False,True,0,Assalariado,Superior completo,União,Casa,54,15.3013698630137,2.0,861.04
F,False,True,0,Pensionista,Secundário,União,Casa,57,,2.0,3028.26
F,True,True,1,Assalariado,Secundário,Casado,Casa,37,5.723287671232876,3.0,5364.02
M,True,True,0,Assalariado,Secundário,Casado,Governamental,46,0.96986301369863,2.0,803.55
F,True,False,0,Pensionista,Secundário,Casado,Casa,56,,2.0,4801.98
F,False,False,0,Assalariado,Secundário,Casado,Governamental,50,0.3753424657534247,2.0,1090.68
F,False,True,0,Assalariado,Superior completo,Casado,Casa,42,10.389041095890413,2.0,4619.53
M,True,True,0,Assalariado,Secundário,Casado,Casa,47,11.271232876712329,2.0,4689.34
F,False,True,1,Empresário,Superior completo,Casado,Casa,40,4.216438356164384,3.0,1978.67
F,False,False,0,Empresário,Superior completo,Casado,Casa,30,1.1232876712328768,2.0,392.09
M,True,True,0,Assalariado,Superior completo,Casado,Aluguel,29,1.3178082191780822,2.0,4937.18
F,False,False,0,Assalariado,Secundário,Casado,Casa,25,6.090410958904108,2.0,1131.01
M,False,False,2,Assalariado,Secundário,Casado,Casa,27,6.367123287671232,4.0,2972.15
F,False,True,0,Assalariado,Secundário,Casado,Casa,37,15.035616438356165,2.0,3450.24
M,True,True,3,Assalariado,Superior completo,Casado,Casa,41,1.5945205479452054,5.0,3029.79
F,False,True,0,Assalariado,Secundário,Casado,Casa,41,12.824657534246574,2.0,2847.01
F,False,False,1,Assalariado,Superior completo,Casado,Casa,42,25.03013698630137,3.0,9009.53
F,False,True,1,Empresário,Secundário,União,Casa,45,5.101369863013699,3.0,1610.64
F,False,True,1,Assalariado,Superior completo,Casado,Casa,34,6.383561643835616,3.0,2015.35
F,False,True,0,Servidor público,Secundário,Casado,Casa,54,31.227397260273968,2.0,20688.7
M,False,True,1,Assalariado,Superior completo,Casado,Casa,38,2.6246575342465754,3.0,3934.27
M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1874.25
F,False,False,0,Pensionista,Secundário,União,Casa,54,,2.0,1053.9
M,False,False,0,Empresário,Superior completo,Casado,Casa,42,3.0986301369863014,2.0,2294.57
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,3511.51
F,True,False,1,Empresário,Superior completo,Solteiro,Casa,27,4.523287671232877,2.0,5432.34
F,False,False,1,Servidor público,Secundário,Separado,Casa,44,14.104109589041094,2.0,1228.58
F,False,False,0,Servidor público,Secundário,Casado,Governamental,24,4.452054794520548,2.0,825.44
F,True,False,1,Empresário,Superior completo,Casado,Casa,39,6.898630136986301,3.0,9963.64
F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,53,18.389041095890416,1.0,3029.08
M,True,True,0,Empresário,Secundário,Casado,Casa,43,7.947945205479453,2.0,30271.3
F,False,True,1,Assalariado,Secundário,Casado,Casa,29,10.597260273972603,3.0,3433.63
F,True,True,2,Empresário,Superior completo,Casado,Casa,32,7.852054794520547,4.0,1815.86
M,True,False,0,Assalariado,Superior completo,Casado,Casa,28,8.208219178082192,2.0,5507.71
M,True,False,0,Empresário,Secundário,Casado,Casa,29,5.972602739726027,2.0,5475.63
F,False,True,0,Pensionista,Secundário,Separado,Casa,59,,1.0,645.25
F,False,False,1,Assalariado,Superior completo,Casado,Casa,31,5.183561643835616,3.0,4233.0
M,True,False,0,Empresário,Secundário,Casado,Casa,56,7.520547945205481,2.0,20606.33
M,True,False,1,Empresário,Secundário,Casado,Casa,39,2.767123287671233,3.0,2491.36
F,True,True,2,Servidor público,Superior completo,Casado,Casa,34,12.194520547945206,4.0,2758.1
F,False,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,3262.26
F,False,True,0,Assalariado,Secundário,Casado,Casa,58,2.7753424657534245,2.0,845.38
M,False,True,0,Assalariado,Superior completo,Casado,Casa,28,9.838356164383562,2.0,8350.25
M,True,True,1,Assalariado,Superior completo,Casado,Aluguel,46,3.991780821917808,3.0,5153.81
M,True,True,0,Assalariado,Superior completo,Casado,Casa,50,7.660273972602741,2.0,11478.28
F,False,True,0,Servidor público,Superior completo,União,Casa,44,20.55890410958904,2.0,13704.35
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,3280.23
F,False,True,3,Empresário,Superior completo,Casado,Casa,45,1.1287671232876713,5.0,2881.89
F,False,True,0,Assalariado,Superior completo,Casado,Casa,42,10.389041095890413,2.0,5945.49
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,29,5.2904109589041095,1.0,1740.46
F,True,True,0,Assalariado,Secundário,Casado,Casa,29,5.693150684931508,2.0,2915.33
F,False,True,0,Assalariado,Superior completo,Casado,Casa,54,7.0109589041095886,2.0,5293.25
M,True,False,0,Assalariado,Superior completo,Casado,Casa,31,5.413698630136985,2.0,4672.59
F,False,True,1,Assalariado,Secundário,Casado,Casa,41,2.32054794520548,3.0,2217.12
F,False,False,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,4088.0
F,False,False,2,Assalariado,Secundário,Casado,Casa,41,8.931506849315069,4.0,1344.68
F,False,True,1,Assalariado,Secundário,Casado,Casa,33,2.1342465753424658,1.0,2932.49
M,False,True,2,Servidor público,Secundário,Casado,Casa,38,18.86575342465753,4.0,37663.75
M,True,True,1,Empresário,Superior completo,Casado,Casa,31,2.128767123287671,3.0,4109.04
F,True,False,0,Pensionista,Secundário,Casado,Casa,57,,2.0,457.43
F,True,False,0,Assalariado,Secundário,Casado,Casa,38,6.53972602739726,2.0,2160.62
F,True,False,1,Assalariado,Secundário,Separado,Casa,40,12.605479452054794,2.0,2228.79
F,False,True,0,Assalariado,Secundário,Casado,Casa,49,7.597260273972603,2.0,4085.81
M,True,True,2,Assalariado,Superior completo,Casado,Casa,32,3.5753424657534247,4.0,3130.1
F,False,True,1,Servidor público,Secundário,Solteiro,Casa,43,10.93972602739726,2.0,2484.48
M,False,True,0,Empresário,Secundário,Solteiro,Casa,25,3.3342465753424664,1.0,6373.53
M,True,False,0,Assalariado,Secundário,Casado,Casa,31,5.413698630136985,2.0,9852.65
M,False,True,0,Pensionista,Superior completo,Casado,Casa,53,,2.0,21162.07
M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,27,0.7561643835616438,2.0,1928.65
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,41,19.56164383561644,1.0,11939.26
F,False,True,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,2755.87
F,True,True,1,Assalariado,Superior completo,Solteiro,Casa,38,8.38082191780822,2.0,3247.07
F,False,True,1,Assalariado,Secundário,Separado,Casa,38,10.389041095890413,2.0,1408.67
M,False,False,1,Assalariado,Secundário,Casado,Casa,27,1.5178082191780822,3.0,1594.22
M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,10496.35
M,True,True,2,Assalariado,Secundário,Casado,Casa,38,6.013698630136986,4.0,10418.39
F,False,False,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,4730.66
F,False,False,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,1701.44
F,False,True,0,Servidor público,Superior completo,Casado,Casa,44,8.665753424657536,2.0,5534.2
F,True,True,0,Pensionista,Secundário,Casado,Casa,52,,2.0,4010.64
F,False,True,1,Empresário,Secundário,Casado,Casa,34,9.778082191780822,3.0,4121.06
F,False,False,0,Assalariado,Secundário,Casado,Governamental,49,31.372602739726037,2.0,36199.54
F,False,False,0,Assalariado,Secundário,Solteiro,Casa,43,24.621917808219177,1.0,2756.54
M,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,4891.67
M,True,True,1,Empresário,Superior completo,Casado,Casa,32,0.2493150684931507,3.0,5750.86
F,False,True,0,Assalariado,Secundário,Casado,Casa,33,12.2,2.0,3618.1
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,13.550684931506847,1.0,2559.18
F,False,False,0,Assalariado,Superior completo,Casado,Casa,28,4.410958904109589,2.0,2675.98
M,True,True,1,Empresário,Secundário,Casado,Casa,51,2.3013698630136985,3.0,3528.64
M,False,True,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,10981.09
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,3025.65
F,False,False,0,Assalariado,Superior completo,União,Casa,44,4.098630136986301,2.0,3583.21
F,False,False,0,Empresário,Superior incompleto,Casado,Casa,27,6.408219178082192,2.0,2701.71
F,True,False,2,Assalariado,Superior completo,Casado,Casa,35,10.01917808219178,4.0,1128.84
F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,1056.42
F,False,True,2,Servidor público,Superior completo,Casado,Casa,42,8.526027397260274,4.0,8577.6
M,False,True,0,Assalariado,Superior completo,Casado,Casa,40,5.6438356164383565,2.0,6242.83
F,True,True,2,Empresário,Superior completo,Casado,Casa,32,7.852054794520547,4.0,3563.98
F,True,True,0,Empresário,Secundário,Casado,Estúdio,46,6.238356164383561,2.0,3827.48
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,46,3.9287671232876713,1.0,2011.86
M,True,False,0,Assalariado,Superior completo,Casado,Casa,24,6.372602739726028,2.0,6089.4
F,True,False,1,Assalariado,Secundário,Solteiro,Casa,41,3.2684931506849315,2.0,600.13
M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,3325.86
F,False,False,2,Empresário,Secundário,Solteiro,Casa,30,1.1534246575342466,3.0,425.04
F,False,True,0,Empresário,Superior completo,Separado,Casa,44,8.219178082191782,1.0,2802.73
M,True,False,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,7297.72
F,False,False,1,Assalariado,Superior completo,Separado,Casa,39,11.183561643835615,2.0,1761.87
F,False,False,2,Servidor público,Superior completo,Casado,Casa,33,8.416438356164383,4.0,5045.24
M,True,True,1,Empresário,Superior completo,Casado,Casa,32,2.7643835616438355,3.0,809.33
F,True,True,0,Assalariado,Secundário,Casado,Casa,35,4.526027397260274,2.0,1813.3
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,5887.87
F,False,False,0,Assalariado,Superior completo,Casado,Casa,34,8.69041095890411,2.0,4171.8
F,True,True,1,Assalariado,Superior completo,Separado,Casa,51,16.386301369863013,2.0,5538.88
F,False,False,0,Pensionista,Superior completo,Solteiro,Casa,68,,1.0,1799.84
F,False,True,0,Servidor público,Secundário,Casado,Casa,45,15.778082191780822,2.0,6102.55
F,False,True,0,Assalariado,Secundário,Casado,Casa,25,2.8191780821917813,2.0,1491.89
M,False,True,1,Assalariado,Secundário,Casado,Casa,41,4.131506849315069,3.0,2713.74
M,True,False,1,Empresário,Secundário,Casado,Estúdio,45,18.523287671232875,3.0,6786.78
M,False,False,0,Empresário,Secundário,Casado,Casa,33,8.994520547945205,2.0,6035.61
F,False,True,1,Empresário,Superior completo,Casado,Casa,30,8.841095890410957,3.0,459.46
M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,41867.92
F,False,True,0,Assalariado,Secundário,Casado,Casa,50,11.268493150684929,2.0,2082.74
F,False,True,0,Assalariado,Secundário,Casado,Casa,60,11.706849315068496,2.0,13754.95
F,False,True,0,Empresário,Secundário,União,Casa,34,2.0465753424657533,2.0,3215.39
F,False,False,0,Assalariado,Secundário,Casado,Casa,53,7.947945205479453,2.0,913.04
F,False,True,0,Assalariado,Secundário,Casado,Casa,40,6.747945205479453,2.0,1823.61
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,15013.23
F,False,True,2,Assalariado,Secundário,Separado,Casa,37,8.241095890410959,3.0,6731.42
M,True,False,0,Empresário,Secundário,Casado,Casa,39,0.8273972602739726,2.0,5669.74
M,True,False,1,Empresário,Superior completo,Casado,Casa,40,8.071232876712331,3.0,3065.94
F,False,False,0,Assalariado,Secundário,Casado,Estúdio,54,5.750684931506848,2.0,977.74
M,True,True,0,Empresário,Secundário,Casado,Casa,52,9.882191780821918,2.0,15437.06
F,False,True,1,Servidor público,Superior completo,Casado,Casa,36,13.136986301369864,3.0,3134.79
F,False,True,0,Assalariado,Superior completo,Casado,Casa,45,1.6410958904109592,2.0,4409.87
F,True,True,1,Empresário,Pós graduação,Casado,Casa,33,2.682191780821918,3.0,1654.55
M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,5958.92
F,False,True,2,Assalariado,Superior incompleto,Casado,Casa,29,5.958904109589041,4.0,444.07
F,False,True,0,Empresário,Superior completo,Casado,Casa,53,12.167123287671233,2.0,4051.44
F,False,True,0,Assalariado,Secundário,Casado,Casa,58,2.7753424657534245,2.0,4806.35
F,False,True,0,Pensionista,Secundário,União,Casa,62,,2.0,1410.05
F,False,True,1,Assalariado,Secundário,Casado,Casa,39,8.547945205479452,3.0,2068.38
F,False,True,1,Assalariado,Superior completo,Casado,Casa,30,7.057534246575343,3.0,2560.62
F,False,True,1,Servidor público,Superior completo,Solteiro,Com os pais,33,1.515068493150685,2.0,1915.48
F,False,True,0,Empresário,Superior completo,Solteiro,Casa,38,5.676712328767122,1.0,1264.46
M,False,True,1,Assalariado,Secundário,Casado,Casa,33,6.06027397260274,3.0,6623.5
F,False,True,1,Servidor público,Secundário,Casado,Casa,38,8.97808219178082,3.0,1507.32
M,True,False,2,Assalariado,Superior completo,Casado,Com os pais,31,13.852054794520548,4.0,13650.1
F,False,True,1,Empresário,Superior completo,Solteiro,Casa,43,9.115068493150686,2.0,2518.53
F,False,True,2,Empresário,Superior completo,Casado,Casa,29,5.427397260273971,4.0,4331.36
F,True,True,0,Servidor público,Superior completo,Viúvo,Casa,41,14.854794520547946,1.0,7274.04
F,False,True,0,Pensionista,Superior completo,Solteiro,Casa,59,,1.0,7230.04
F,False,True,0,Empresário,Superior completo,Casado,Casa,51,3.950684931506849,2.0,5219.21
F,False,True,1,Assalariado,Secundário,União,Casa,37,9.389041095890413,3.0,2668.04
M,True,True,2,Assalariado,Superior completo,Casado,Casa,27,5.04109589041096,4.0,2978.17
F,True,True,1,Assalariado,Secundário,Casado,Casa,42,16.709589041095892,3.0,3405.61
F,False,True,0,Assalariado,Secundário,Casado,Casa,43,5.994520547945205,2.0,8598.39
F,False,False,2,Servidor público,Superior completo,Casado,Casa,33,8.416438356164383,4.0,5045.24
F,True,True,0,Servidor público,Superior completo,Casado,Casa,54,3.1808219178082187,2.0,2844.64
M,False,False,0,Empresário,Superior completo,Casado,Casa,55,15.632876712328768,2.0,11605.45
F,True,True,0,Assalariado,Secundário,União,Casa,34,1.8575342465753424,2.0,2714.47
M,True,True,1,Assalariado,Secundário,Casado,Casa,33,0.9561643835616438,3.0,5683.52
F,True,False,0,Assalariado,Secundário,Solteiro,Casa,26,0.8301369863013699,1.0,3510.91
F,False,False,0,Assalariado,Secundário,Casado,Casa,43,4.178082191780821,2.0,1077.82
F,False,True,1,Assalariado,Pós graduação,Solteiro,Casa,34,7.586301369863015,2.0,2363.54
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,63,,1.0,3861.34
F,False,False,0,Pensionista,Secundário,Separado,Casa,58,,1.0,2823.86
F,True,False,0,Empresário,Superior completo,Casado,Casa,54,15.126027397260271,2.0,12027.88
M,True,False,2,Empresário,Superior completo,Casado,Casa,30,5.328767123287672,4.0,4606.77
F,False,True,0,Empresário,Superior completo,Separado,Casa,48,6.520547945205481,1.0,1660.95
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,1136.24
F,False,True,0,Empresário,Secundário,Casado,Casa,56,1.8109589041095893,2.0,3251.13
M,False,False,1,Assalariado,Secundário,Casado,Casa,28,1.4328767123287671,3.0,2416.85
F,True,True,1,Assalariado,Superior completo,União,Com os pais,36,3.5534246575342467,3.0,2529.55
F,False,False,0,Assalariado,Secundário,União,Casa,41,13.194520547945206,2.0,3731.02
F,False,True,1,Servidor público,Superior completo,Casado,Casa,30,4.846575342465753,3.0,2157.97
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,36,9.63013698630137,1.0,1662.15
F,False,True,0,Assalariado,Secundário,Casado,Governamental,56,10.082191780821915,2.0,3029.85
M,True,True,1,Assalariado,Secundário,União,Casa,39,8.884931506849314,3.0,3968.47
F,False,True,1,Empresário,Superior completo,Solteiro,Casa,43,9.115068493150686,2.0,2518.53
F,False,True,0,Pensionista,Secundário,Solteiro,Casa,60,,1.0,3359.89
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,3313.32
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,29,10.684931506849315,1.0,3080.83
F,False,True,3,Assalariado,Secundário,Casado,Casa,33,8.89315068493151,5.0,2316.77
F,True,True,1,Empresário,Superior completo,Separado,Casa,42,0.6356164383561644,2.0,926.7
F,False,False,0,Pensionista,Secundário,Casado,Casa,58,,2.0,467.42
F,False,False,0,Assalariado,Superior completo,Casado,Casa,38,20.27397260273973,2.0,4748.97
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,2.7178082191780817,4.0,2995.03
F,False,True,0,Pensionista,Superior completo,Viúvo,Casa,62,,1.0,5402.44
F,False,False,0,Assalariado,Secundário,Casado,Casa,48,29.515068493150693,2.0,9137.44
F,True,True,0,Pensionista,Superior completo,Casado,Casa,54,,2.0,3980.82
M,False,True,1,Assalariado,Secundário,Separado,Casa,45,2.410958904109589,2.0,7274.41
F,False,False,0,Assalariado,Superior completo,Casado,Casa,52,7.767123287671232,2.0,1796.21
M,False,False,0,Pensionista,Secundário,Casado,Casa,63,,2.0,4719.33
F,False,True,1,Assalariado,Secundário,Viúvo,Casa,38,8.136986301369863,2.0,4404.07
F,False,False,2,Servidor público,Secundário,Casado,Casa,39,12.767123287671232,4.0,13795.42
F,False,True,0,Empresário,Secundário,Viúvo,Casa,57,2.8767123287671232,1.0,1913.27
F,True,True,1,Empresário,Pós graduação,Casado,Casa,33,2.682191780821918,3.0,3024.38
F,False,True,0,Empresário,Secundário,Separado,Casa,32,5.238356164383561,1.0,2256.36
F,False,False,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,5226.43
M,True,False,1,Assalariado,Secundário,Separado,Casa,34,2.893150684931507,2.0,6090.2
M,True,True,0,Servidor público,Superior completo,Casado,Casa,37,10.12054794520548,2.0,5425.39
F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,4464.82
F,True,False,0,Assalariado,Secundário,Casado,Casa,49,5.769863013698631,2.0,1484.97
M,False,False,0,Assalariado,Superior completo,Casado,Casa,33,12.852054794520548,2.0,86194.03
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,5.964383561643835,4.0,7671.15
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,1267.78
M,False,False,2,Assalariado,Primário,Casado,Casa,37,6.9753424657534255,4.0,2705.5
F,True,True,2,Empresário,Superior completo,Casado,Casa,41,7.490410958904111,4.0,2655.59
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,42,21.331506849315076,1.0,8282.27
M,True,True,0,Assalariado,Secundário,Casado,Casa,36,18.18904109589041,2.0,12160.48
F,False,True,1,Assalariado,Superior completo,Casado,Casa,33,4.479452054794519,3.0,1941.67
M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,11394.5
F,False,True,0,Empresário,Secundário,Solteiro,Casa,28,9.219178082191783,1.0,10752.41
F,False,False,0,Empresário,Superior completo,Casado,Casa,48,2.410958904109589,2.0,7378.55
F,False,False,2,Empresário,Superior completo,Casado,Casa,37,12.67123287671233,4.0,908.48
F,True,True,0,Assalariado,Secundário,Casado,Casa,49,28.394520547945213,2.0,12336.29
M,True,True,1,Assalariado,Secundário,Casado,Casa,34,0.3479452054794521,3.0,5406.65
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,1204.43
F,False,True,2,Assalariado,Superior completo,Casado,Casa,34,1.6356164383561644,4.0,1968.48
M,False,True,0,Pensionista,Superior completo,Separado,Casa,67,,1.0,10884.27
M,False,False,0,Assalariado,Superior incompleto,Solteiro,Casa,26,2.1726027397260275,1.0,3694.31
F,False,False,0,Assalariado,Superior completo,Casado,Casa,40,18.41917808219178,2.0,9065.19
F,False,False,0,Assalariado,Secundário,Casado,Com os pais,44,7.745205479452053,2.0,9509.07
F,True,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,5814.47
M,True,False,3,Assalariado,Superior completo,Casado,Casa,29,5.298630136986302,5.0,2016.65
F,False,True,0,Pensionista,Superior completo,Casado,Casa,62,,2.0,1533.95
F,False,True,1,Empresário,Superior completo,Solteiro,Casa,37,6.008219178082192,2.0,8204.14
M,True,True,1,Empresário,Superior completo,Casado,Casa,44,8.819178082191781,3.0,7660.36
F,False,True,0,Pensionista,Secundário,Casado,Casa,66,,2.0,1628.74
F,True,True,0,Empresário,Superior completo,Casado,Casa,37,6.945205479452055,2.0,4309.47
F,True,True,0,Assalariado,Superior completo,Casado,Casa,37,3.1178082191780816,2.0,2880.65
M,True,False,1,Empresário,Secundário,União,Casa,37,3.8904109589041096,3.0,2050.69
F,False,False,0,Empresário,Secundário,Casado,Casa,58,15.93972602739726,2.0,2703.32
F,False,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,2841.11
F,False,False,0,Pensionista,Secundário,Casado,Casa,57,,2.0,1963.0
M,True,True,0,Pensionista,Secundário,Casado,Casa,53,,2.0,9609.77
M,False,True,0,Assalariado,Secundário,Casado,Casa,35,11.03835616438356,2.0,2735.96
F,False,True,0,Empresário,Superior completo,Casado,Casa,51,13.2986301369863,2.0,11707.18
F,False,True,1,Empresário,Superior completo,Casado,Casa,29,5.364383561643836,3.0,913.63
M,True,True,0,Empresário,Superior completo,Casado,Casa,39,5.767123287671232,2.0,5982.1
